ModuleId,UniversityName,ModuleName,LinkToCourseOutline,Description,Faculty,AY,Semester,Credits,Difficulty,Popularity
ID3124,National University of Singapore (NUS),Creative Communication & Design Argumentation,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ID3125,National University of Singapore (NUS),"Colours, Materials & Finishing",https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ID3126,National University of Singapore (NUS),Motion Design,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
IE2110,National University of Singapore (NUS),Operations Research I,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
IE3101,National University of Singapore (NUS),Statistics For Engineering Applications,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
LA5222,National University of Singapore (NUS),Urban Ecology and Design,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ME2102,National University of Singapore (NUS),Engineering Innovation and Modelling,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ME2112,National University of Singapore (NUS),Strength of Materials,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ME2115,National University of Singapore (NUS),Mechanics Of Machines,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ME2121,National University of Singapore (NUS),Engineering Thermodynamics and Heat Transfer,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ME2134,National University of Singapore (NUS),Fluid Mechanics I,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ME2142,National University of Singapore (NUS),Feedback Control Systems,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ME2162,National University of Singapore (NUS),MANUFACTURING PROCESSES,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ME3122,National University of Singapore (NUS),Heat Transfer,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ME3211,National University of Singapore (NUS),Mechanics Of Solids,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ME3242,National University of Singapore (NUS),Automation,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ME3252,National University of Singapore (NUS),Materials for Mechanical Engineering,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ME3261,National University of Singapore (NUS),Computer-Aided Design And Manufacturing,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ME3263,National University of Singapore (NUS),Design For Manufacturing And Assembly,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ME4223,National University of Singapore (NUS),Thermal Environmental Engineering,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ME4226,National University of Singapore (NUS),Energy and Thermal Systems,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ME4233,National University of Singapore (NUS),Computational Methods In Fluid Mechanics,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ME4241,National University of Singapore (NUS),"Aircraft Performance, Stability and Control",https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ME4245,National University of Singapore (NUS),Robot Mechanics and Control,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ME4291,National University of Singapore (NUS),Finite Element Analysis,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
MLE2101,National University of Singapore (NUS),Introduction to Structure of Materials,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
MLE2102,National University of Singapore (NUS),Principles of Renewable Energy,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
MLE2103,National University of Singapore (NUS),Phase Transformation and Kinetics,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
MLE3102,National University of Singapore (NUS),Degradation and Failure of Materials,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
MLE3104,National University of Singapore (NUS),Polymeric and Composite Materials,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
MLE3105,National University of Singapore (NUS),Dielectric and Magnetic Materials,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
MLE3203,National University of Singapore (NUS),Engineering Materials,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
MLE4201,National University of Singapore (NUS),Advanced Materials Characterisation,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
MLE4203,National University of Singapore (NUS),Polymeric Biomedical Materials,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
MLE4212,National University of Singapore (NUS),Advanced Structural Materials,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
MLE4219,National University of Singapore (NUS),Materials for Optics: from Quantum Light to Nanodevices,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
MLE4221,National University of Singapore (NUS),Emerging materials for renewable fuels and clean water,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
PF2205,National University of Singapore (NUS),Project Finance,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
PF2305,National University of Singapore (NUS),Event Management,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
PF3205,National University of Singapore (NUS),Advanced Measurement,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
PF3208,National University of Singapore (NUS),Project Leadership,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
PF3209,National University of Singapore (NUS),Building Information Modelling,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
PF3210,National University of Singapore (NUS),Total Building Performance,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
PF3211,National University of Singapore (NUS),AI Applications for the Built Environment,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
PF3307,National University of Singapore (NUS),Strategic Facilities Management,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
PF3504,National University of Singapore (NUS),Energy Management,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
PF4209,National University of Singapore (NUS),Construction Enterprise Management,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
PF4211,National University of Singapore (NUS),Construction 3D Printing,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
PF4213,National University of Singapore (NUS),Building Energy Analysis and Simulation,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
PF4309,National University of Singapore (NUS),Infrastructure Operations and Maintenance,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
LL4002V,National University of Singapore (NUS),Admiralty Law & Practice,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4004V,National University of Singapore (NUS),Aviation Law & Policy,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4006V,National University of Singapore (NUS),Banking Law,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4008AV,National University of Singapore (NUS),Carriage of Goods By Sea,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4009V,National University of Singapore (NUS),Chinese Legal Tradition And Legal Chinese,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4019V,National University of Singapore (NUS),Credit & Security,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4029V,National University of Singapore (NUS),International Commercial Arbitration,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4031V,National University of Singapore (NUS),International Environmental Law & Policy,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4032,National University of Singapore (NUS),International Investment Law,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4050V,National University of Singapore (NUS),Public International Law,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4056BV,National University of Singapore (NUS),Tax Planning And Policy,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4060B,National University of Singapore (NUS),World Trade Law,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4063V,National University of Singapore (NUS),Business & Finance For Lawyers,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4064V,National University of Singapore (NUS),Competition Law and Policy,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4070V,National University of Singapore (NUS),Foundations Of Intellectual Property Law,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4109V,National University of Singapore (NUS),International Law & Asia,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4164V,National University of Singapore (NUS),International Projects Law & Practice,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4187,National University of Singapore (NUS),Philosophical Foundations of Contract Law,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4191,National University of Singapore (NUS),Wealth Management Law,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4214,National University of Singapore (NUS),International and Comparative Oil and Gas Law,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4219,National University of Singapore (NUS),The Trial of Jesus in Western Legal Thought,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4237V,National University of Singapore (NUS),"Law, Institutions, and Business in Greater China",https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4244V,National University of Singapore (NUS),CRIMINAL PRACTICE,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4251V,National University of Singapore (NUS),International Humanitarian Law,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4276,National University of Singapore (NUS),Advanced Contract Law,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4285V,National University of Singapore (NUS),International Dispute Settlement,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4287V,National University of Singapore (NUS),ASEAN Law and Policy,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4292V,National University of Singapore (NUS),State Responsibility: Theory and Practice,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4320,National University of Singapore (NUS),International Space Law,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4322V,National University of Singapore (NUS),Trade Finance Law,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4328,National University of Singapore (NUS),Sports Law & Arbitration,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4335V,National University of Singapore (NUS),Multinational Enterprises and International Law,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4342V,National University of Singapore (NUS),Taxation of Cross-Border Commercial Transactions I,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4382V,National University of Singapore (NUS),Private International Law,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4405A,National University of Singapore (NUS),LAW OF INTELLECTUAL PROPERTY (A),https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4407,National University of Singapore (NUS),Law Of Insurance,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4433V,National University of Singapore (NUS),Global Data Privacy Law,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4436V,National University of Singapore (NUS),Family Law and Practice,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
LL4454V,National University of Singapore (NUS),Commercial Conflict of Laws,https://luminus.nus.edu.sg,Sample Description,Law,22/23,1,1,4,4
GEC1023,National University of Singapore (NUS),Social History of the Piano,https://luminus.nus.edu.sg,Sample Description,Music,22/23,1,1,4,4
GESS1015,National University of Singapore (NUS),Western Music within a Singaporean Context,https://luminus.nus.edu.sg,Sample Description,Music,22/23,1,1,4,4
MUA1165,National University of Singapore (NUS),Music and Machines,https://luminus.nus.edu.sg,Sample Description,Music,22/23,1,1,4,4
MUA1166,National University of Singapore (NUS),Introduction to Computing Media in Max,https://luminus.nus.edu.sg,Sample Description,Music,22/23,1,1,4,4
MUA1223,National University of Singapore (NUS),Desktop Mixing Production,https://luminus.nus.edu.sg,Sample Description,Music,22/23,1,1,4,4
MUA1270,National University of Singapore (NUS),Interdisciplinary Electronic Arts Survey,https://luminus.nus.edu.sg,Sample Description,Music,22/23,1,1,4,4
MUA2251,National University of Singapore (NUS),Live Interactivity,https://luminus.nus.edu.sg,Sample Description,Music,22/23,1,1,4,4
MUA2271,National University of Singapore (NUS),Virtual Instrument Sound Design,https://luminus.nus.edu.sg,Sample Description,Music,22/23,1,1,4,4
MUA3168,National University of Singapore (NUS),Intermediate Area Study,https://luminus.nus.edu.sg,Sample Description,Music,22/23,1,1,4,4
MUA3213,National University of Singapore (NUS),Music Notation and Engraving,https://luminus.nus.edu.sg,Sample Description,Music,22/23,1,1,4,4
MUA3228,National University of Singapore (NUS),Re-imagining Pianism through Analysis,https://luminus.nus.edu.sg,Sample Description,Music,22/23,1,1,4,4
MUA4101,National University of Singapore (NUS),Composition Major Study 4A,https://luminus.nus.edu.sg,Sample Description,Music,22/23,1,1,4,4
MUH2201,National University of Singapore (NUS),Classical Styles and Romantic Spirits,https://luminus.nus.edu.sg,Sample Description,Music,22/23,1,1,4,4
MUL1105,National University of Singapore (NUS),Italian for Musicians 1,https://luminus.nus.edu.sg,Sample Description,Music,22/23,1,1,4,4
MUL2107,National University of Singapore (NUS),French for Musicians 1,https://luminus.nus.edu.sg,Sample Description,Music,22/23,1,1,4,4
MUL2109,National University of Singapore (NUS),German for Musicians 1,https://luminus.nus.edu.sg,Sample Description,Music,22/23,1,1,4,4
MUT1201,National University of Singapore (NUS),Introduction to Classical Music Composition,https://luminus.nus.edu.sg,Sample Description,Music,22/23,1,1,4,4
GEC1015,National University of Singapore (NUS),Public Health in Action,https://luminus.nus.edu.sg,Sample Description,Public Health,22/23,1,1,4,4
SPH2003,National University of Singapore (NUS),Systems and Policies to improve Health,https://luminus.nus.edu.sg,Sample Description,Public Health,22/23,1,1,4,4
SPH2004,National University of Singapore (NUS),"Lifestyle, Behaviour and Public Health",https://luminus.nus.edu.sg,Sample Description,Public Health,22/23,1,1,4,4
SPH2005,National University of Singapore (NUS),"Health, Society and the Social Determinants",https://luminus.nus.edu.sg,Sample Description,Public Health,22/23,1,1,4,4
SPH2401,National University of Singapore (NUS),Introduction to Global Health,https://luminus.nus.edu.sg,Sample Description,Public Health,22/23,1,1,4,4
SPH2402,National University of Singapore (NUS),Health in the Later Years,https://luminus.nus.edu.sg,Sample Description,Public Health,22/23,1,1,4,4
SPH3101,National University of Singapore (NUS),Biostatistics for Public Health,https://luminus.nus.edu.sg,Sample Description,Public Health,22/23,1,1,4,4
SPH3403,National University of Singapore (NUS),Public Health Economics,https://luminus.nus.edu.sg,Sample Description,Public Health,22/23,1,1,4,4
PP5179,National University of Singapore (NUS),Environmental Social Science,https://luminus.nus.edu.sg,Sample Description,Public Policy,22/23,1,1,4,4
PP5196,National University of Singapore (NUS),Education Economics and Policy,https://luminus.nus.edu.sg,Sample Description,Public Policy,22/23,1,1,4,4
PP5198,National University of Singapore (NUS),Chinese Political Leadership and Economic Development,https://luminus.nus.edu.sg,Sample Description,Public Policy,22/23,1,1,4,4
PP5212,National University of Singapore (NUS),"Financial Issues, Trade and Investment in Asia",https://luminus.nus.edu.sg,Sample Description,Public Policy,22/23,1,1,4,4
PP5234,National University of Singapore (NUS),Economics of Developing Countries,https://luminus.nus.edu.sg,Sample Description,Public Policy,22/23,1,1,4,4
PP5278,National University of Singapore (NUS),HEALTH ECONOMICS AND PUBLIC POLICY,https://luminus.nus.edu.sg,Sample Description,Public Policy,22/23,1,1,4,4
PP5288,National University of Singapore (NUS),Labour Market Issues and Public Policy,https://luminus.nus.edu.sg,Sample Description,Public Policy,22/23,1,1,4,4
PP5515,National University of Singapore (NUS),Gender and Development,https://luminus.nus.edu.sg,Sample Description,Public Policy,22/23,1,1,4,4
BL5201,National University of Singapore (NUS),Structural Biology And Proteomics,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
BL5207A,National University of Singapore (NUS),Topics In Developmental Biology,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
BL5229,National University of Singapore (NUS),Fundamentals in Biophysical Sciences,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
BL5232,National University of Singapore (NUS),Introduction to Bioimaging,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
BL5236,National University of Singapore (NUS),Introduction to Electron Microscopy for Life Sciences,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
CM3212,National University of Singapore (NUS),Transition Metal Chemistry,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
CM3221,National University of Singapore (NUS),Organic Synthesis: The Disconnection Approach,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
CM3242,National University of Singapore (NUS),Instrumental Analysis II,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
CM3252,National University of Singapore (NUS),Polymer Chemistry 1,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
CM3261,National University of Singapore (NUS),Environmental Chemistry,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
CM4225,National University of Singapore (NUS),Organic Spectroscopy,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
CM4227,National University of Singapore (NUS),Chemical Biology,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
CM4242,National University of Singapore (NUS),Advanced Analytical Techniques,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
CM4251,National University of Singapore (NUS),Characterization Techniques in Materials Chemistry,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
CM4254,National University of Singapore (NUS),Chemistry of Semiconductors,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
CM4274,National University of Singapore (NUS),The Art and Methodology in Total Synthesis,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
CM5221,National University of Singapore (NUS),ADVANCED ORGANIC SYNTHESIS,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
CM5237,National University of Singapore (NUS),Advanced Optical Spectroscopy and Imaging,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
CM5241,National University of Singapore (NUS),Modern Analytical Techniques,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
CM5268,National University of Singapore (NUS),Advanced Organic Materials,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
DSA4211,National University of Singapore (NUS),High-Dimensional Statistical Analysis,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
FST2102B,National University of Singapore (NUS),Chemistry of Food Components,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
FST3101,National University of Singapore (NUS),Food Microbiology & Fermentation,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
FST3103,National University of Singapore (NUS),Advanced Food Engineering,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
FST3105,National University of Singapore (NUS),Food Product Development and Packaging,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
FST3106,National University of Singapore (NUS),Sensory and Flavour Science,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
FST3202,National University of Singapore (NUS),Nutrition and Disease Prevention,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
FST3203,National University of Singapore (NUS),Vitamins & Minerals in Health & Diseases,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
FST4202,National University of Singapore (NUS),Nutritional Biochemistry,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
GEH1034,National University of Singapore (NUS),Clean Energy and Storage,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
GET1020,National University of Singapore (NUS),Darwin and Evolution,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM1301,National University of Singapore (NUS),General Biology,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM1307,National University of Singapore (NUS),Waste and Our Environment,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM2106,National University of Singapore (NUS),Fundamental Biochemistry,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM2212,National University of Singapore (NUS),Human Anatomy,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM2233,National University of Singapore (NUS),Cell Biology,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM2241,National University of Singapore (NUS),Introductory Bioinformatics,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM2251,National University of Singapore (NUS),Ecology and Environment,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM2252,National University of Singapore (NUS),Biodiversity,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM2288,National University of Singapore (NUS),Basic UROPS in Life Sciences I,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM2289,National University of Singapore (NUS),Basic UROPS in Life Sciences II,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM3210,National University of Singapore (NUS),Metabolism and Regulation,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM3211,National University of Singapore (NUS),Fundamental Pharmacology,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM3223,National University of Singapore (NUS),Immunology,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM3227,National University of Singapore (NUS),General Virology,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM3231,National University of Singapore (NUS),Protein Structure and Function,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM3233,National University of Singapore (NUS),Developmental Biology,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM3234,National University of Singapore (NUS),Biological Imaging of Growth and Form,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM3245,National University of Singapore (NUS),RNA Biology and Technology,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM3246,National University of Singapore (NUS),Synthetic Biology,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM3254,National University of Singapore (NUS),Ecology of Aquatic Environments,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM3258,National University of Singapore (NUS),Comparative Botany,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM3265,National University of Singapore (NUS),Entomology,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM3288,National University of Singapore (NUS),Advanced UROPS in Life Sciences I,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM3289,National University of Singapore (NUS),Advanced UROPS in Life Sciences II,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM4211,National University of Singapore (NUS),Toxicology,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM4213,National University of Singapore (NUS),Systems Neurobiology,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM4214,National University of Singapore (NUS),Cancer Pharmacology,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM4221,National University of Singapore (NUS),Drug Discovery and Clinical Trials,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM4222,National University of Singapore (NUS),Advanced Immunology,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM4226,National University of Singapore (NUS),Infection and Immunity,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM4227,National University of Singapore (NUS),Stem Cell Biology,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM4232,National University of Singapore (NUS),Advanced Cell Biology,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM4242,National University of Singapore (NUS),Protein Engineering,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM4251,National University of Singapore (NUS),Plant Growth and Development,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM4257,National University of Singapore (NUS),Aquatic Vertebrate Diversity,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM4259,National University of Singapore (NUS),Evolutionary Genetics of Reproduction,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM4260,National University of Singapore (NUS),Plankton Ecology,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM4267,National University of Singapore (NUS),Light & Vision in Animal Communication,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
LSM4268,National University of Singapore (NUS),Environmental Bioacoustics,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA1100,National University of Singapore (NUS),Basic Discrete Mathematics,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA1301,National University of Singapore (NUS),Introductory Mathematics,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA1521,National University of Singapore (NUS),Calculus for Computing,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA2101,National University of Singapore (NUS),Linear Algebra II,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA2104,National University of Singapore (NUS),Multivariable Calculus,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA2108,National University of Singapore (NUS),Mathematical Analysis I,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA2213,National University of Singapore (NUS),Numerical Analysis I,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA2214,National University of Singapore (NUS),Combinatorics and Graphs I,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA2311,National University of Singapore (NUS),Techniques in Advanced Calculus,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA3205,National University of Singapore (NUS),Set Theory,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA3209,National University of Singapore (NUS),Metric and Topological Spaces,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA3220,National University of Singapore (NUS),Ordinary Differential Equations,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA3236,National University of Singapore (NUS),Non-Linear Programming,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA3238,National University of Singapore (NUS),Stochastic Processes I,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA3259,National University of Singapore (NUS),Mathematical Methods in Genomics,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
MA3264,National University of Singapore (NUS),Mathematical Modelling,https://luminus.nus.edu.sg,Sample Description,Science,22/23,1,1,4,4
