ModuleId,UniversityName,ModuleName,LinkToCourseOutline,Description,Faculty,AY,Semester,Credits,Difficulty,Popularity
PS4220,National University of Singapore (NUS),Rhetoric and Politics,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,4,4
PS4237,National University of Singapore (NUS),Capitalism and Political Theory,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
PS4239,National University of Singapore (NUS),Seminar in International Relations of Southeast Asia,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
PS4311,National University of Singapore (NUS),International Relations in Political Thought,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
PS4881G,National University of Singapore (NUS),Topics in CP: Politics of the Korean Peninsula,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
PS4882A,National University of Singapore (NUS),"Topics in IR: Globalisation, Security and the State",https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
SC1101E,National University of Singapore (NUS),Making Sense of Society,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
SC2218,National University of Singapore (NUS),Anthropology and the Human Condition,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
SC3101,National University of Singapore (NUS),Social Thought & Social Theory,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
SC3203,National University of Singapore (NUS),Race and Ethnic Relations,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
SC3204,National University of Singapore (NUS),Sociology of Education,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
SC3207,National University of Singapore (NUS),Cultures of Kinship,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
SE1101E,National University of Singapore (NUS),The Lands Below the Winds: Southeast Asia in the World,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
SE2224,National University of Singapore (NUS),Unmasked! An Introduction to Traditional Dance in SEA,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
SE3232,National University of Singapore (NUS),Death and Dying in Southeast Asia,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
SE4218,National University of Singapore (NUS),Majorities and Minorities in SE Asia,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
SE5151,National University of Singapore (NUS),APPROACHES TO THE STUDY OF SOUTHEAST ASIA,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
SN1101E,National University of Singapore (NUS),"Discover South Asia: People, Culture, Development",https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
SN2213,National University of Singapore (NUS),"South Asian Democracies - Violence, Conflict, and Hope",https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
SN2240,National University of Singapore (NUS),Disease Diplomacy: Global Health in Asia,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
SN2261,National University of Singapore (NUS),The Emergence of Contemporary South Asia,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
SN2271,National University of Singapore (NUS),Religion and Society in South Asia,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
SN2277,National University of Singapore (NUS),Indian Communities in Southeast Asia,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
SN3223,National University of Singapore (NUS),International Relations of South Asia,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
SN3281,National University of Singapore (NUS),The Story of Indian Business,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
SW1101E,National University of Singapore (NUS),Social Work: A Heart-Head-Hand Connection,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
TS1101E,National University of Singapore (NUS),Introduction to Theatre and Performance,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
TS2233,National University of Singapore (NUS),Making Contemporary Performance,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
TS2239,National University of Singapore (NUS),Major Playwrights of the 20th Century,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
TS2240,National University of Singapore (NUS),Voice Studies and Production,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
TS3238,National University of Singapore (NUS),Acting for the Screen,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
TS3246,National University of Singapore (NUS),Shakespeare and Asian Performances,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
XD3103,National University of Singapore (NUS),Planet Earth,https://luminus.nus.edu.sg,Sample Description,Arts and Social Sciences,22/23,1,1,3,4
ACC1701X,National University of Singapore (NUS),Accounting for Decision Makers,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
ACC2706,National University of Singapore (NUS),Managerial Accounting,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
BSE3701,National University of Singapore (NUS),Macroeconomic Principles in the Global Economy,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
BSE3702,National University of Singapore (NUS),Economics of Strategy,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
BSE3703,National University of Singapore (NUS),Econometrics for Business I,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
BSE4711,National University of Singapore (NUS),Econometrics for Business II,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
BSN3701,National University of Singapore (NUS),Technological Innovation,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
BSN3702,National University of Singapore (NUS),New Venture Creation,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
BSN3703,National University of Singapore (NUS),Entrepreneurial Strategy,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
BSN4811,National University of Singapore (NUS),Innovation and Productivity,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
BSP1703,National University of Singapore (NUS),Managerial Economics,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
BSP3701A,National University of Singapore (NUS),Strategic Management,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
BSP3701B,National University of Singapore (NUS),Strategic Management,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
BSP3701C,National University of Singapore (NUS),Strategic Management,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
DAO1704X,National University of Singapore (NUS),Decision Analytics using Spreadsheets,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
DAO2702,National University of Singapore (NUS),Programming for Business Analytics,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
DAO2703,National University of Singapore (NUS),Operations and Technology Management,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
DBA3702,National University of Singapore (NUS),Descriptive Analytics with R,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
DBA3803,National University of Singapore (NUS),Predictive Analytics in Business,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
DOS3703,National University of Singapore (NUS),Service Operations Management,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
DOS3704,National University of Singapore (NUS),Operations Strategy,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
FIN2704X,National University of Singapore (NUS),Finance,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
FIN3701A,National University of Singapore (NUS),Corporate Finance,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
FIN3701B,National University of Singapore (NUS),Corporate Finance,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
FIN3702A,National University of Singapore (NUS),Investment Analysis and Portfolio Management,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
FIN3702B,National University of Singapore (NUS),Investment Analysis and Portfolio Management,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
FIN3702C,National University of Singapore (NUS),Investment Analysis and Portfolio Management,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
FIN3703A,National University of Singapore (NUS),Financial Markets,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
FIN3703B,National University of Singapore (NUS),Financial Markets,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
MKT1705X,National University of Singapore (NUS),Principles of Marketing,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
MKT3701A,National University of Singapore (NUS),Marketing Strategy: Analysis and Practice,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
MKT3701B,National University of Singapore (NUS),Marketing Strategy: Analysis and Practice,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
MKT3702A,National University of Singapore (NUS),Consumer Behaviour,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
MKT3702B,National University of Singapore (NUS),Consumer Behaviour,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
MNO1706X,National University of Singapore (NUS),Organisational Behavior,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
MNO3701,National University of Singapore (NUS),Human Capital Management,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
MNO3702,National University of Singapore (NUS),Negotiation and Conflict Management,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
MNO3703,National University of Singapore (NUS),Leading in the 21st Century,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
RE1701,National University of Singapore (NUS),Urban Land Use and Development,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
RE1702,National University of Singapore (NUS),Real Estate Data Analytics,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
RE1703,National University of Singapore (NUS),Principles of Law for Real Estate,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
RE2701,National University of Singapore (NUS),Urban Planning,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
RE2702,National University of Singapore (NUS),Land Law,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
RE2708,National University of Singapore (NUS),Computational Thinking and Programming for Real Estate,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
RE3701,National University of Singapore (NUS),Real Estate Investment Analysis,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
RE3702,National University of Singapore (NUS),Property Tax and Statutory Valuation,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
RE3803,National University of Singapore (NUS),Strategic Asset Management,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
RE3807,National University of Singapore (NUS),Corporate Finance for Real Estate,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
RE3901,National University of Singapore (NUS),Advanced Urban Planning,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
RE4701,National University of Singapore (NUS),Real Estate Development,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
RE4702,National University of Singapore (NUS),Professional Practice and Ethics,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
RE4803,National University of Singapore (NUS),REIT and Business Trust Management,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
RE4804,National University of Singapore (NUS),Real Estate Securitisation,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
TR2201,National University of Singapore (NUS),Entrepreneurial Marketing,https://luminus.nus.edu.sg,Sample Description,Business,22/23,1,1,3,4
BT1101,National University of Singapore (NUS),Introduction to Business Analytics,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
BT4212,National University of Singapore (NUS),Search Engine Optimization and Analytics,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
BT4222,National University of Singapore (NUS),Mining Web Data for Business Insights,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
BT4240,National University of Singapore (NUS),Machine Learning for Predictive Data Analytics,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CP5104,National University of Singapore (NUS),Graduate Project in Computing,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS1010J,National University of Singapore (NUS),Programming Methodology,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS1231,National University of Singapore (NUS),Discrete Structures,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS2030,National University of Singapore (NUS),Programming Methodology II,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS2040C,National University of Singapore (NUS),Data Structures and Algorithms,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS2100,National University of Singapore (NUS),Computer Organisation,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS2104,National University of Singapore (NUS),Programming Language Concepts,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS2107,National University of Singapore (NUS),Introduction to Information Security,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS2113,National University of Singapore (NUS),Software Engineering & Object-Oriented Programming,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS2220,National University of Singapore (NUS),Introduction to Computational Biology,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS3103,National University of Singapore (NUS),Computer Networks Practice,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS3210,National University of Singapore (NUS),Parallel Computing,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS3219,National University of Singapore (NUS),Software Engineering Principles and Patterns,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS3230,National University of Singapore (NUS),Design and Analysis of Algorithms,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS3235,National University of Singapore (NUS),Computer Security,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS3237,National University of Singapore (NUS),Introduction to Internet of Things,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS3240,National University of Singapore (NUS),Interaction Design,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS3241,National University of Singapore (NUS),Computer Graphics,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS4211,National University of Singapore (NUS),Formal Methods for Software Engineering,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS4212,National University of Singapore (NUS),Compiler Design,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS4223,National University of Singapore (NUS),Multi-core Architectures,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS4224,National University of Singapore (NUS),Distributed Databases,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS4226,National University of Singapore (NUS),Internet Architecture,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS4234,National University of Singapore (NUS),Optimisation Algorithms,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS4236,National University of Singapore (NUS),Cryptography Theory and Practice,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS4239,National University of Singapore (NUS),Software Security,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS4243,National University of Singapore (NUS),Computer Vision and Pattern Recognition,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS4246,National University of Singapore (NUS),AI Planning and Decision Making,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS4248,National University of Singapore (NUS),Natural Language Processing,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS5229,National University of Singapore (NUS),Advanced Computer Networks,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS5236,National University of Singapore (NUS),Advanced Automata Theory,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS5240,National University of Singapore (NUS),Theoretical Foundations in MultiMedia,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS5322,National University of Singapore (NUS),Database Security,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
CS6203,National University of Singapore (NUS),Advanced Topics in Database Systems,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
IS3150,National University of Singapore (NUS),Digital Media Marketing,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
IS5005,National University of Singapore (NUS),Digital Engagement,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
IS5007,National University of Singapore (NUS),Strategising for Global IT-enabled Business Success,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
IS5116,National University of Singapore (NUS),Digital Entrepreneurship,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
IS6002,National University of Singapore (NUS),Quantitative Methods for IS Research,https://luminus.nus.edu.sg,Sample Description,Computing,22/23,1,1,3,4
AR2221,National University of Singapore (NUS),History and Theory of Southeast Asia Architecture,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
AR2225,National University of Singapore (NUS),Reading Visual Images,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
AR3101,National University of Singapore (NUS),Design 5,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
AR3223,National University of Singapore (NUS),Introduction to Urbanism,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
AR5321,National University of Singapore (NUS),Advanced Architectural Integration,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
AR5801,National University of Singapore (NUS),Options Design Research Studio 1,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
BN3202,National University of Singapore (NUS),Musculoskeletal Biomechanics,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
BN4301,National University of Singapore (NUS),Principles Of Tissue Engineering,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
BN4403,National University of Singapore (NUS),Cellular Bioengineering,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
BN4501,National University of Singapore (NUS),Engineering Biology,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
BN5104,National University of Singapore (NUS),QUANTITATIVE PHYSIOLOGY PRINCIPLES IN BIOENGINEERING,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
BN5208,National University of Singapore (NUS),Biomedical Quality and Regulatory Systems,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
BPS5111,National University of Singapore (NUS),Integrated Building Design,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
BPS5221,National University of Singapore (NUS),Microclimate Design,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
BPS5223,National University of Singapore (NUS),Building Energy Performance - Passive Systems,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
BPS5224,National University of Singapore (NUS),Building Energy Performance - Active Systems,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
BPS5229,National University of Singapore (NUS),Data Science for the Built Environment,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
CE2112,National University of Singapore (NUS),Soil Mechanics,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
CE2134,National University of Singapore (NUS),Fluid Mechanics,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
CE2183,National University of Singapore (NUS),Construction Project Management,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
CE2407,National University of Singapore (NUS),Engineering & Uncertainty Analyses,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
CE3116,National University of Singapore (NUS),Foundation Engineering,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
CE3121,National University of Singapore (NUS),Transportation Engineering,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
CE3165,National University of Singapore (NUS),Structural Concrete Design,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
CN2103,National University of Singapore (NUS),Mass and Energy Balance,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
CN2104,National University of Singapore (NUS),Chemical Engineering Thermodynamics,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
CN2122A,National University of Singapore (NUS),Fluid Mechanics,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
CN2125,National University of Singapore (NUS),Heat & Mass Transfer,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
CN3121,National University of Singapore (NUS),Process Dynamics & Control,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
CN3124A,National University of Singapore (NUS),Fluid-Particle Systems,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
CN3132,National University of Singapore (NUS),Separation Processes,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
CN3135,National University of Singapore (NUS),"Process Safety, Health and Environment",https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
CN3421A,National University of Singapore (NUS),Process Modeling And Numerical Simulation,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
CN4203R,National University of Singapore (NUS),Polymer Engineering,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
CN4215R,National University of Singapore (NUS),Food Technology and Engineering,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
CN4218,National University of Singapore (NUS),Particle Technology Fundamentals and Applications,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
CN4238R,National University of Singapore (NUS),Chemical & Biochemical Process Modeling,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
CN4240R,National University of Singapore (NUS),Unit Operations and Processes for Effluent Treatment,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
CN4250,National University of Singapore (NUS),Chemical Product Design,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
EE2023,National University of Singapore (NUS),Signals and Systems,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
EE2026,National University of Singapore (NUS),Digital Design,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
EE2027,National University of Singapore (NUS),Electronic Circuits,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
EE2028,National University of Singapore (NUS),Microcontroller Programming and Interfacing,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
EE3104C,National University of Singapore (NUS),Introduction to RF and Microwave Systems & Circuits,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
EE3331C,National University of Singapore (NUS),Feedback Control Systems,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
EE3408C,National University of Singapore (NUS),Integrated Analog Design,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
EE3431C,National University of Singapore (NUS),Microelectronics Materials and Devices,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
EE3731C,National University of Singapore (NUS),Signal Analytics,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
EE4031,National University of Singapore (NUS),Intellectual Property: Harnessing Innovation,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
EE4032,National University of Singapore (NUS),Blockchain Engineering,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
EE4101,National University of Singapore (NUS),RF Communications,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
EE4112,National University of Singapore (NUS),Radio Frequency Design and Systems,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
EE4204,National University of Singapore (NUS),Computer Networks,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
EE4302,National University of Singapore (NUS),Advanced Control Systems,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
EE4303,National University of Singapore (NUS),Industrial Control Systems,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
EE4435,National University of Singapore (NUS),Modern Transistors and Memory Devices,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
EE4436,National University of Singapore (NUS),Fabrication Process Technology,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
EE4501,National University of Singapore (NUS),Power System Management And Protection,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
EE4502,National University of Singapore (NUS),Electric Drives & Control,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
EE4704,National University of Singapore (NUS),Image Processing and Analysis,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
ESE2001,National University of Singapore (NUS),Environmental Challenges in the Anthropocene,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
ESE3201,National University of Singapore (NUS),Air Quality in Changing Environments,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,3,4
ESE3401,National University of Singapore (NUS),Sustainable Urban Water Technologies,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ESE4404,National University of Singapore (NUS),Bioenergy,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ESP2107,National University of Singapore (NUS),Numerical Methods and Statistics,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ESP3201,National University of Singapore (NUS),Machine Learning in Robotics and Engineering,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ESP3902,National University of Singapore (NUS),Major Design Project I,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
GES1019,National University of Singapore (NUS),Managing Singapore's Built Environment,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ID1223,National University of Singapore (NUS),Principles and Approaches to Design,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ID2117,National University of Singapore (NUS),The Art of Imaginative Sketching,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ID2322,National University of Singapore (NUS),Materials and Production,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
ID3105,National University of Singapore (NUS),Design Platforms 2,https://luminus.nus.edu.sg,Sample Description,Design and Engineering,22/23,1,1,4,4
